id,tp_mm_day
2019_02_-47.50_-33.75,3.150190
2019_02_-47.50_-33.50,3.133395
2019_02_-47.50_-33.25,3.095446
2019_02_-47.50_-33.00,3.094873
2019_02_-47.50_-32.75,3.081522
2019_02_-47.50_-32.50,3.070455
2019_02_-47.50_-32.25,3.065408
2019_02_-47.50_-32.00,3.051746
2019_02_-47.50_-31.75,3.035065
2019_02_-47.50_-31.50,3.029717
2019_02_-47.50_-31.25,3.043298
2019_02_-47.50_-31.00,3.045413
2019_02_-47.50_-30.75,3.047086
2019_02_-47.50_-30.50,3.068766
2019_02_-47.50_-30.25,3.074926
2019_02_-47.50_-30.00,3.083883
2019_02_-47.50_-29.75,3.089319
2019_02_-47.50_-29.50,3.093212
2019_02_-47.50_-29.25,3.072374
2019_02_-47.50_-29.00,3.068456
2019_02_-47.50_-28.75,3.073413
2019_02_-47.50_-28.50,3.059070
2019_02_-47.50_-28.25,3.055290
2019_02_-47.50_-28.00,3.049100
2019_02_-47.50_-27.75,3.058719
2019_02_-47.50_-27.50,3.040393
2019_02_-47.50_-27.25,3.010137
2019_02_-47.50_-27.00,3.003524
2019_02_-47.50_-26.75,3.016522
2019_02_-47.50_-26.50,3.000739
2019_02_-47.50_-26.25,3.006780
2019_02_-47.50_-26.00,3.027201
2019_02_-47.50_-25.75,3.024634
2019_02_-47.50_-25.50,3.024307
2019_02_-47.50_-25.25,3.036259
2019_02_-47.50_-25.00,3.035622
2019_02_-47.25_-90.00,2.647243
2019_02_-47.25_-89.75,2.614535
2019_02_-47.25_-89.50,2.596839
2019_02_-47.25_-89.25,2.583292
2019_02_-47.25_-89.00,2.565406
2019_02_-47.25_-88.75,2.553979
2019_02_-47.25_-88.50,2.536519
2019_02_-47.25_-88.25,2.518107
2019_02_-47.25_-88.00,2.516336
2019_02_-47.25_-87.75,2.527521
2019_02_-47.25_-87.50,2.505497
2019_02_-47.25_-87.25,2.461459
2019_02_-47.25_-87.00,2.426904
2019_02_-47.25_-86.75,2.423325
2019_02_-47.25_-86.50,2.387318
2019_02_-47.25_-86.25,2.372261
2019_02_-47.25_-86.00,2.371321
2019_02_-47.25_-85.75,2.365575
2019_02_-47.25_-85.50,2.373658
2019_02_-47.25_-85.25,2.374781
2019_02_-47.25_-85.00,2.366466
2019_02_-47.25_-84.75,2.339231
2019_02_-47.25_-84.50,2.353367
2019_02_-47.25_-84.25,2.335744
2019_02_-47.25_-84.00,2.337520
2019_02_-47.25_-83.75,2.328053
2019_02_-47.25_-83.50,2.322231
2019_02_-47.25_-83.25,2.309029
2019_02_-47.25_-83.00,2.297111
2019_02_-47.25_-82.75,2.295642
2019_02_-47.25_-82.50,2.309259
2019_02_-47.25_-82.25,2.302101
2019_02_-47.25_-82.00,2.270388
2019_02_-47.25_-81.75,2.286336
2019_02_-47.25_-81.50,2.279494
2019_02_-47.25_-81.25,2.263020
2019_02_-47.25_-81.00,2.274725
2019_02_-47.25_-80.75,2.296475
2019_02_-47.25_-80.50,2.296273
2019_02_-47.25_-80.25,2.317230
2019_02_-47.25_-80.00,2.356731
2019_02_-47.25_-79.75,2.378396
2019_02_-47.25_-79.50,2.410231
2019_02_-47.25_-79.25,2.479888
2019_02_-47.25_-79.00,2.516254
2019_02_-47.25_-78.75,2.547690
2019_02_-47.25_-78.50,2.585363
2019_02_-47.25_-78.25,2.646885
2019_02_-47.25_-78.00,2.718824
2019_02_-47.25_-77.75,2.793477
2019_02_-47.25_-77.50,2.901458
2019_02_-47.25_-77.25,3.027300
2019_02_-47.25_-77.00,3.221652
2019_02_-47.25_-76.75,3.328894
2019_02_-47.25_-76.50,3.497524
2019_02_-47.25_-76.25,3.567950
2019_02_-47.25_-76.00,3.857702
2019_02_-47.25_-75.75,4.323877
2019_02_-47.25_-75.50,4.676925
2019_02_-47.25_-75.25,5.268581
2019_02_-47.25_-75.00,6.830616
2019_02_-47.25_-74.75,8.726140
2019_02_-47.25_-74.50,12.473675
2019_02_-47.25_-74.25,12.670596
2019_02_-47.25_-74.00,11.946766
2019_02_-47.25_-73.75,11.654820
2019_02_-47.25_-73.50,9.877501
2019_02_-47.25_-73.25,6.272954
2019_02_-47.25_-73.00,4.342871
2019_02_-47.25_-72.75,3.582455
2019_02_-47.25_-72.50,3.333243
2019_02_-47.25_-72.25,2.758557
2019_02_-47.25_-72.00,1.891441
2019_02_-47.25_-71.75,1.314760
2019_02_-47.25_-71.50,1.020660
2019_02_-47.25_-71.25,0.834432
2019_02_-47.25_-71.00,0.768377
2019_02_-47.25_-70.75,0.548035
2019_02_-47.25_-70.50,0.506103
2019_02_-47.25_-70.25,0.533095
2019_02_-47.25_-70.00,0.586871
2019_02_-47.25_-69.75,0.517396
2019_02_-47.25_-69.50,0.481293
2019_02_-47.25_-69.25,0.531557
2019_02_-47.25_-69.00,0.552406
2019_02_-47.25_-68.75,0.579245
2019_02_-47.25_-68.50,0.497977
2019_02_-47.25_-68.25,0.465021
2019_02_-47.25_-68.00,0.472798
2019_02_-47.25_-67.75,0.472078
2019_02_-47.25_-67.50,0.498924
2019_02_-47.25_-67.25,0.497556
2019_02_-47.25_-67.00,0.506349
2019_02_-47.25_-66.75,0.507351
2019_02_-47.25_-66.50,0.520649
2019_02_-47.25_-66.25,0.539949
2019_02_-47.25_-66.00,0.571946
2019_02_-47.25_-65.75,0.560443
2019_02_-47.25_-65.50,0.559530
2019_02_-47.25_-65.25,0.563035
2019_02_-47.25_-65.00,0.591705
2019_02_-47.25_-64.75,0.630160
2019_02_-47.25_-64.50,0.660280
2019_02_-47.25_-64.25,0.696156
2019_02_-47.25_-64.00,0.755206
2019_02_-47.25_-63.75,0.795418
2019_02_-47.25_-63.50,0.842547
2019_02_-47.25_-63.25,0.862874
2019_02_-47.25_-63.00,0.893842
2019_02_-47.25_-62.75,0.933013
2019_02_-47.25_-62.50,0.958384
2019_02_-47.25_-62.25,0.986598
2019_02_-47.25_-62.00,1.019837
2019_02_-47.25_-61.75,1.031499
2019_02_-47.25_-61.50,1.040963
2019_02_-47.25_-61.25,1.061308
2019_02_-47.25_-61.00,1.058117
2019_02_-47.25_-60.75,1.067644
2019_02_-47.25_-60.50,1.095528
2019_02_-47.25_-60.25,1.122156
2019_02_-47.25_-60.00,1.145877
2019_02_-47.25_-59.75,1.164909
2019_02_-47.25_-59.50,1.183421
2019_02_-47.25_-59.25,1.201825
2019_02_-47.25_-59.00,1.210173
2019_02_-47.25_-58.75,1.229700
2019_02_-47.25_-58.50,1.261795
2019_02_-47.25_-58.25,1.305836
2019_02_-47.25_-58.00,1.364150
2019_02_-47.25_-57.75,1.440539
2019_02_-47.25_-57.50,1.514827
2019_02_-47.25_-57.25,1.576722
2019_02_-47.25_-57.00,1.633279
2019_02_-47.25_-56.75,1.675900
2019_02_-47.25_-56.50,1.711614
2019_02_-47.25_-56.25,1.760648
2019_02_-47.25_-56.00,1.816384
2019_02_-47.25_-55.75,1.880585
2019_02_-47.25_-55.50,1.926014
2019_02_-47.25_-55.25,1.966450
2019_02_-47.25_-55.00,2.007270
2019_02_-47.25_-54.75,2.060367
2019_02_-47.25_-54.50,2.120537
2019_02_-47.25_-54.25,2.194570
2019_02_-47.25_-54.00,2.273353
2019_02_-47.25_-53.75,2.363827
2019_02_-47.25_-53.50,2.435412
2019_02_-47.25_-53.25,2.487735
2019_02_-47.25_-53.00,2.513862
2019_02_-47.25_-52.75,2.539607
2019_02_-47.25_-52.50,2.566400
2019_02_-47.25_-52.25,2.612037
2019_02_-47.25_-52.00,2.659833
2019_02_-47.25_-51.75,2.726920
2019_02_-47.25_-51.50,2.778202
2019_02_-47.25_-51.25,2.836532
2019_02_-47.25_-51.00,2.884563
2019_02_-47.25_-50.75,2.925651
2019_02_-47.25_-50.50,2.954295
2019_02_-47.25_-50.25,2.989678
2019_02_-47.25_-50.00,3.029754
2019_02_-47.25_-49.75,3.050159
2019_02_-47.25_-49.50,3.087261
2019_02_-47.25_-49.25,3.127837
2019_02_-47.25_-49.00,3.162216
2019_02_-47.25_-48.75,3.177457
2019_02_-47.25_-48.50,3.214442
2019_02_-47.25_-48.25,3.255113
2019_02_-47.25_-48.00,3.282432
2019_02_-47.25_-47.75,3.331181
2019_02_-47.25_-47.50,3.337465
2019_02_-47.25_-47.25,3.344350
2019_02_-47.25_-47.00,3.341516
2019_02_-47.25_-46.75,3.318186
2019_02_-47.25_-46.50,3.280750
2019_02_-47.25_-46.25,3.255447
2019_02_-47.25_-46.00,3.245831
2019_02_-47.25_-45.75,3.250496
2019_02_-47.25_-45.50,3.243276
2019_02_-47.25_-45.25,3.240908
2019_02_-47.25_-45.00,3.251478
2019_02_-47.25_-44.75,3.272058
2019_02_-47.25_-44.50,3.268655
2019_02_-47.25_-44.25,3.269364
2019_02_-47.25_-44.00,3.277143
2019_02_-47.25_-43.75,3.260778
2019_02_-47.25_-43.50,3.255249
2019_02_-47.25_-43.25,3.241895
2019_02_-47.25_-43.00,3.234678
2019_02_-47.25_-42.75,3.239772
2019_02_-47.25_-42.50,3.255489
2019_02_-47.25_-42.25,3.259200
2019_02_-47.25_-42.00,3.260402
2019_02_-47.25_-41.75,3.265333
2019_02_-47.25_-41.50,3.275541
2019_02_-47.25_-41.25,3.285573
2019_02_-47.25_-41.00,3.292170
2019_02_-47.25_-40.75,3.314911
2019_02_-47.25_-40.50,3.313759
2019_02_-47.25_-40.25,3.296474
2019_02_-47.25_-40.00,3.288903
2019_02_-47.25_-39.75,3.291009
2019_02_-47.25_-39.50,3.301765
2019_02_-47.25_-39.25,3.286312
2019_02_-47.25_-39.00,3.307147
2019_02_-47.25_-38.75,3.328279
2019_02_-47.25_-38.50,3.322622
2019_02_-47.25_-38.25,3.326032
2019_02_-47.25_-38.00,3.330655
2019_02_-47.25_-37.75,3.312704
2019_02_-47.25_-37.50,3.302387
2019_02_-47.25_-37.25,3.307050
2019_02_-47.25_-37.00,3.304442
2019_02_-47.25_-36.75,3.318157
2019_02_-47.25_-36.50,3.326852
2019_02_-47.25_-36.25,3.330452
2019_02_-47.25_-36.00,3.330617
2019_02_-47.25_-35.75,3.309035
2019_02_-47.25_-35.50,3.302551
2019_02_-47.25_-35.25,3.284571
2019_02_-47.25_-35.00,3.264871
2019_02_-47.25_-34.75,3.244283
2019_02_-47.25_-34.50,3.241259
2019_02_-47.25_-34.25,3.213045
2019_02_-47.25_-34.00,3.184438
2019_02_-47.25_-33.75,3.159238
2019_02_-47.25_-33.50,3.142441
2019_02_-47.25_-33.25,3.122257
2019_02_-47.25_-33.00,3.117850
2019_02_-47.25_-32.75,3.103745
2019_02_-47.25_-32.50,3.090055
2019_02_-47.25_-32.25,3.080562
2019_02_-47.25_-32.00,3.063388
2019_02_-47.25_-31.75,3.046397
2019_02_-47.25_-31.50,3.033810
2019_02_-47.25_-31.25,3.046467
2019_02_-47.25_-31.00,3.048604
2019_02_-47.25_-30.75,3.051443
2019_02_-47.25_-30.50,3.071032
2019_02_-47.25_-30.25,3.077385
2019_02_-47.25_-30.00,3.081955
2019_02_-47.25_-29.75,3.098174
2019_02_-47.25_-29.50,3.101898
2019_02_-47.25_-29.25,3.091728
2019_02_-47.25_-29.00,3.087235
2019_02_-47.25_-28.75,3.092542
2019_02_-47.25_-28.50,3.072172
2019_02_-47.25_-28.25,3.085955
2019_02_-47.25_-28.00,3.080757
2019_02_-47.25_-27.75,3.097311
2019_02_-47.25_-27.50,3.075670
2019_02_-47.25_-27.25,3.044116
2019_02_-47.25_-27.00,3.036693
2019_02_-47.25_-26.75,3.031954
2019_02_-47.25_-26.50,3.022574
2019_02_-47.25_-26.25,3.028594
2019_02_-47.25_-26.00,3.044615
2019_02_-47.25_-25.75,3.040539
2019_02_-47.25_-25.50,3.040319
2019_02_-47.25_-25.25,3.058635
2019_02_-47.25_-25.00,3.060117
2019_02_-47.00_-90.00,2.628320
2019_02_-47.00_-89.75,2.585214
2019_02_-47.00_-89.50,2.583789
2019_02_-47.00_-89.25,2.576981
2019_02_-47.00_-89.00,2.555889
2019_02_-47.00_-88.75,2.527139
2019_02_-47.00_-88.50,2.517683
2019_02_-47.00_-88.25,2.499166
2019_02_-47.00_-88.00,2.475937
2019_02_-47.00_-87.75,2.470415
2019_02_-47.00_-87.50,2.448187
2019_02_-47.00_-87.25,2.412782
2019_02_-47.00_-87.00,2.397113
2019_02_-47.00_-86.75,2.403875
2019_02_-47.00_-86.50,2.364847
2019_02_-47.00_-86.25,2.367246
2019_02_-47.00_-86.00,2.367782
2019_02_-47.00_-85.75,2.351954
2019_02_-47.00_-85.50,2.333651
2019_02_-47.00_-85.25,2.326038
2019_02_-47.00_-85.00,2.325960
2019_02_-47.00_-84.75,2.322577
2019_02_-47.00_-84.50,2.327642
2019_02_-47.00_-84.25,2.309778
2019_02_-47.00_-84.00,2.284968
2019_02_-47.00_-83.75,2.273911
2019_02_-47.00_-83.50,2.268090
2019_02_-47.00_-83.25,2.261451
2019_02_-47.00_-83.00,2.252681
2019_02_-47.00_-82.75,2.252206
2019_02_-47.00_-82.50,2.276544
2019_02_-47.00_-82.25,2.269415
2019_02_-47.00_-82.00,2.226884
2019_02_-47.00_-81.75,2.253900
2019_02_-47.00_-81.50,2.255311
2019_02_-47.00_-81.25,2.240604
2019_02_-47.00_-81.00,2.249590
2019_02_-47.00_-80.75,2.270809
2019_02_-47.00_-80.50,2.271772
2019_02_-47.00_-80.25,2.292607
2019_02_-47.00_-80.00,2.320306
2019_02_-47.00_-79.75,2.348019
2019_02_-47.00_-79.50,2.380078
2019_02_-47.00_-79.25,2.416105
2019_02_-47.00_-79.00,2.441060
2019_02_-47.00_-78.75,2.473802
2019_02_-47.00_-78.50,2.510639
2019_02_-47.00_-78.25,2.544855
2019_02_-47.00_-78.00,2.614122
2019_02_-47.00_-77.75,2.691722
2019_02_-47.00_-77.50,2.799223
2019_02_-47.00_-77.25,2.865948
2019_02_-47.00_-77.00,3.098378
2019_02_-47.00_-76.75,3.308198
2019_02_-47.00_-76.50,3.539094
2019_02_-47.00_-76.25,3.607462
2019_02_-47.00_-76.00,3.789540
2019_02_-47.00_-75.75,4.205159
2019_02_-47.00_-75.50,4.558519
2019_02_-47.00_-75.25,4.791444
2019_02_-47.00_-75.00,5.830832
2019_02_-47.00_-74.75,7.685703
2019_02_-47.00_-74.50,10.651959
2019_02_-47.00_-74.25,12.021989
2019_02_-47.00_-74.00,12.516166
2019_02_-47.00_-73.75,12.661286
2019_02_-47.00_-73.50,11.700129
2019_02_-47.00_-73.25,7.210853
2019_02_-47.00_-73.00,5.152606
2019_02_-47.00_-72.75,3.567456
2019_02_-47.00_-72.50,3.469324
2019_02_-47.00_-72.25,2.890799
2019_02_-47.00_-72.00,2.086128
2019_02_-47.00_-71.75,1.697270
2019_02_-47.00_-71.50,1.404023
2019_02_-47.00_-71.25,1.095942
2019_02_-47.00_-71.00,0.858123
2019_02_-47.00_-70.75,0.578493
2019_02_-47.00_-70.50,0.487832
2019_02_-47.00_-70.25,0.473598
2019_02_-47.00_-70.00,0.528772
2019_02_-47.00_-69.75,0.472132
2019_02_-47.00_-69.50,0.457778
2019_02_-47.00_-69.25,0.519916
2019_02_-47.00_-69.00,0.528920
2019_02_-47.00_-68.75,0.539768
2019_02_-47.00_-68.50,0.463236
2019_02_-47.00_-68.25,0.430153
2019_02_-47.00_-68.00,0.456963
2019_02_-47.00_-67.75,0.479779
2019_02_-47.00_-67.50,0.506902
2019_02_-47.00_-67.25,0.524950
2019_02_-47.00_-67.00,0.527702
2019_02_-47.00_-66.75,0.526628
2019_02_-47.00_-66.50,0.508946
2019_02_-47.00_-66.25,0.519223
2019_02_-47.00_-66.00,0.566583
2019_02_-47.00_-65.75,0.550009
2019_02_-47.00_-65.50,0.552711
2019_02_-47.00_-65.25,0.555376
2019_02_-47.00_-65.00,0.582733
2019_02_-47.00_-64.75,0.608018
2019_02_-47.00_-64.50,0.637361
2019_02_-47.00_-64.25,0.673051
2019_02_-47.00_-64.00,0.714295
2019_02_-47.00_-63.75,0.775303
2019_02_-47.00_-63.50,0.822755
2019_02_-47.00_-63.25,0.849138
2019_02_-47.00_-63.00,0.890960
2019_02_-47.00_-62.75,0.932727
2019_02_-47.00_-62.50,0.960597
2019_02_-47.00_-62.25,0.995147
2019_02_-47.00_-62.00,1.029763
2019_02_-47.00_-61.75,1.049619
2019_02_-47.00_-61.50,1.060864
2019_02_-47.00_-61.25,1.075122
2019_02_-47.00_-61.00,1.068547
2019_02_-47.00_-60.75,1.070365
2019_02_-47.00_-60.50,1.085657
2019_02_-47.00_-60.25,1.112385
2019_02_-47.00_-60.00,1.140638
2019_02_-47.00_-59.75,1.163605
2019_02_-47.00_-59.50,1.182276
2019_02_-47.00_-59.25,1.198859
2019_02_-47.00_-59.00,1.223392
2019_02_-47.00_-58.75,1.245946
2019_02_-47.00_-58.50,1.282390
2019_02_-47.00_-58.25,1.339021
2019_02_-47.00_-58.00,1.400931
2019_02_-47.00_-57.75,1.472884
2019_02_-47.00_-57.50,1.540741
2019_02_-47.00_-57.25,1.604904
2019_02_-47.00_-57.00,1.664556
2019_02_-47.00_-56.75,1.719324
2019_02_-47.00_-56.50,1.761208
2019_02_-47.00_-56.25,1.810464
2019_02_-47.00_-56.00,1.864601
2019_02_-47.00_-55.75,1.924175
2019_02_-47.00_-55.50,1.969815
2019_02_-47.00_-55.25,2.001751
2019_02_-47.00_-55.00,2.054416
2019_02_-47.00_-54.75,2.111397
2019_02_-47.00_-54.50,2.165079
2019_02_-47.00_-54.25,2.222661
2019_02_-47.00_-54.00,2.300651
2019_02_-47.00_-53.75,2.394843
2019_02_-47.00_-53.50,2.463977
2019_02_-47.00_-53.25,2.519961
2019_02_-47.00_-53.00,2.544470
2019_02_-47.00_-52.75,2.574036
2019_02_-47.00_-52.50,2.594129
2019_02_-47.00_-52.25,2.639990
2019_02_-47.00_-52.00,2.689309
2019_02_-47.00_-51.75,2.750423
2019_02_-47.00_-51.50,2.801842
2019_02_-47.00_-51.25,2.847432
2019_02_-47.00_-51.00,2.885661
2019_02_-47.00_-50.75,2.928813
2019_02_-47.00_-50.50,2.927680
2019_02_-47.00_-50.25,2.961331
2019_02_-47.00_-50.00,3.010434
2019_02_-47.00_-49.75,3.020833
2019_02_-47.00_-49.50,3.045513
2019_02_-47.00_-49.25,3.086777
2019_02_-47.00_-49.00,3.127877
2019_02_-47.00_-48.75,3.163837
2019_02_-47.00_-48.50,3.193383
2019_02_-47.00_-48.25,3.234391
2019_02_-47.00_-48.00,3.277878
2019_02_-47.00_-47.75,3.285922
2019_02_-47.00_-47.50,3.292044
2019_02_-47.00_-47.25,3.283413
2019_02_-47.00_-47.00,3.261548
2019_02_-47.00_-46.75,3.232513
2019_02_-47.00_-46.50,3.222858
2019_02_-47.00_-46.25,3.220235
2019_02_-47.00_-46.00,3.207467
2019_02_-47.00_-45.75,3.223692
2019_02_-47.00_-45.50,3.223556
2019_02_-47.00_-45.25,3.217972
2019_02_-47.00_-45.00,3.225144
2019_02_-47.00_-44.75,3.233413
2019_02_-47.00_-44.50,3.241836
2019_02_-47.00_-44.25,3.242389
2019_02_-47.00_-44.00,3.242255
2019_02_-47.00_-43.75,3.244457
2019_02_-47.00_-43.50,3.238871
2019_02_-47.00_-43.25,3.229468
2019_02_-47.00_-43.00,3.227226
2019_02_-47.00_-42.75,3.235018
2019_02_-47.00_-42.50,3.243760
2019_02_-47.00_-42.25,3.244385
2019_02_-47.00_-42.00,3.251855
2019_02_-47.00_-41.75,3.250110
2019_02_-47.00_-41.50,3.260785
2019_02_-47.00_-41.25,3.279827
2019_02_-47.00_-41.00,3.279261
2019_02_-47.00_-40.75,3.279869
2019_02_-47.00_-40.50,3.289098
2019_02_-47.00_-40.25,3.271467
2019_02_-47.00_-40.00,3.247952
2019_02_-47.00_-39.75,3.256227
2019_02_-47.00_-39.50,3.267263
2019_02_-47.00_-39.25,3.274766
2019_02_-47.00_-39.00,3.286924
2019_02_-47.00_-38.75,3.306284
2019_02_-47.00_-38.50,3.312171
2019_02_-47.00_-38.25,3.302022
2019_02_-47.00_-38.00,3.299915
2019_02_-47.00_-37.75,3.283602
2019_02_-47.00_-37.50,3.272035
2019_02_-47.00_-37.25,3.275592
2019_02_-47.00_-37.00,3.267950
2019_02_-47.00_-36.75,3.267806
2019_02_-47.00_-36.50,3.257118
2019_02_-47.00_-36.25,3.260646
2019_02_-47.00_-36.00,3.265517
2019_02_-47.00_-35.75,3.257819
2019_02_-47.00_-35.50,3.251370
2019_02_-47.00_-35.25,3.252687
2019_02_-47.00_-35.00,3.235950
2019_02_-47.00_-34.75,3.212533
2019_02_-47.00_-34.50,3.224026
2019_02_-47.00_-34.25,3.205364
2019_02_-47.00_-34.00,3.183445
2019_02_-47.00_-33.75,3.152570
2019_02_-47.00_-33.50,3.144209
2019_02_-47.00_-33.25,3.118634
2019_02_-47.00_-33.00,3.118635
2019_02_-47.00_-32.75,3.115662
2019_02_-47.00_-32.50,3.095718
2019_02_-47.00_-32.25,3.086170
2019_02_-47.00_-32.00,3.077283
2019_02_-47.00_-31.75,3.070244
2019_02_-47.00_-31.50,3.057702
2019_02_-47.00_-31.25,3.050582
2019_02_-47.00_-31.00,3.059610
2019_02_-47.00_-30.75,3.063698
2019_02_-47.00_-30.50,3.065677
2019_02_-47.00_-30.25,3.077923
2019_02_-47.00_-30.00,3.092671
2019_02_-47.00_-29.75,3.111598
2019_02_-47.00_-29.50,3.116643
2019_02_-47.00_-29.25,3.104804
2019_02_-47.00_-29.00,3.095867
2019_02_-47.00_-28.75,3.092417
2019_02_-47.00_-28.50,3.096673
2019_02_-47.00_-28.25,3.110802
2019_02_-47.00_-28.00,3.117447
2019_02_-47.00_-27.75,3.107330
2019_02_-47.00_-27.50,3.085419
2019_02_-47.00_-27.25,3.070024
2019_02_-47.00_-27.00,3.061052
2019_02_-47.00_-26.75,3.055710
2019_02_-47.00_-26.50,3.041191
2019_02_-47.00_-26.25,3.047782
2019_02_-47.00_-26.00,3.065042
2019_02_-47.00_-25.75,3.070327
2019_02_-47.00_-25.50,3.072165
2019_02_-47.00_-25.25,3.079169
2019_02_-47.00_-25.00,3.081698
2019_02_-46.75_-90.00,2.547495
2019_02_-46.75_-89.75,2.543545
2019_02_-46.75_-89.50,2.541577
2019_02_-46.75_-89.25,2.559322
2019_02_-46.75_-89.00,2.534908
2019_02_-46.75_-88.75,2.493691
2019_02_-46.75_-88.50,2.496318
2019_02_-46.75_-88.25,2.479042
2019_02_-46.75_-88.00,2.455560
2019_02_-46.75_-87.75,2.457109
2019_02_-46.75_-87.50,2.448816
2019_02_-46.75_-87.25,2.422504
2019_02_-46.75_-87.00,2.390525
2019_02_-46.75_-86.75,2.360612
2019_02_-46.75_-86.50,2.354400
2019_02_-46.75_-86.25,2.353973
2019_02_-46.75_-86.00,2.359789
2019_02_-46.75_-85.75,2.325048
2019_02_-46.75_-85.50,2.305582
2019_02_-46.75_-85.25,2.303864
2019_02_-46.75_-85.00,2.295713
2019_02_-46.75_-84.75,2.290687
2019_02_-46.75_-84.50,2.284956
2019_02_-46.75_-84.25,2.277196
2019_02_-46.75_-84.00,2.265262
2019_02_-46.75_-83.75,2.242051
2019_02_-46.75_-83.50,2.234129
2019_02_-46.75_-83.25,2.249742
2019_02_-46.75_-83.00,2.236219
2019_02_-46.75_-82.75,2.217159
2019_02_-46.75_-82.50,2.228774
2019_02_-46.75_-82.25,2.226605
2019_02_-46.75_-82.00,2.216587
2019_02_-46.75_-81.75,2.218345
2019_02_-46.75_-81.50,2.221502
2019_02_-46.75_-81.25,2.207548
2019_02_-46.75_-81.00,2.234622
2019_02_-46.75_-80.75,2.265537
2019_02_-46.75_-80.50,2.256763
2019_02_-46.75_-80.25,2.268792
2019_02_-46.75_-80.00,2.289657
2019_02_-46.75_-79.75,2.317727
2019_02_-46.75_-79.50,2.340472
2019_02_-46.75_-79.25,2.363975
2019_02_-46.75_-79.00,2.392045
2019_02_-46.75_-78.75,2.412332
2019_02_-46.75_-78.50,2.476434
2019_02_-46.75_-78.25,2.498861
2019_02_-46.75_-78.00,2.496503
2019_02_-46.75_-77.75,2.638096
2019_02_-46.75_-77.50,2.783438
2019_02_-46.75_-77.25,2.831812
2019_02_-46.75_-77.00,2.934459
2019_02_-46.75_-76.75,3.051298
2019_02_-46.75_-76.50,3.375640
2019_02_-46.75_-76.25,3.738062
2019_02_-46.75_-76.00,4.275406
2019_02_-46.75_-75.75,4.942823
2019_02_-46.75_-75.50,5.023139
2019_02_-46.75_-75.25,4.631233
2019_02_-46.75_-75.00,5.332957
2019_02_-46.75_-74.75,6.519776
2019_02_-46.75_-74.50,6.243598
2019_02_-46.75_-74.25,7.657771
2019_02_-46.75_-74.00,10.910657
2019_02_-46.75_-73.75,12.910925
2019_02_-46.75_-73.50,12.568027
2019_02_-46.75_-73.25,8.059424
2019_02_-46.75_-73.00,5.654840
2019_02_-46.75_-72.75,3.731376
2019_02_-46.75_-72.50,3.143218
2019_02_-46.75_-72.25,2.533230
2019_02_-46.75_-72.00,1.966895
2019_02_-46.75_-71.75,1.476408
2019_02_-46.75_-71.50,1.023973
2019_02_-46.75_-71.25,0.770104
2019_02_-46.75_-71.00,0.627190
2019_02_-46.75_-70.75,0.503475
2019_02_-46.75_-70.50,0.433559
2019_02_-46.75_-70.25,0.407730
2019_02_-46.75_-70.00,0.417885
2019_02_-46.75_-69.75,0.395846
2019_02_-46.75_-69.50,0.387327
2019_02_-46.75_-69.25,0.409853
2019_02_-46.75_-69.00,0.432962
2019_02_-46.75_-68.75,0.458495
2019_02_-46.75_-68.50,0.457808
2019_02_-46.75_-68.25,0.477092
2019_02_-46.75_-68.00,0.530010
2019_02_-46.75_-67.75,0.556107
2019_02_-46.75_-67.50,0.548085
2019_02_-46.75_-67.25,0.508552
2019_02_-46.75_-67.00,0.520938
2019_02_-46.75_-66.75,0.532360
2019_02_-46.75_-66.50,0.518947
2019_02_-46.75_-66.25,0.531293
2019_02_-46.75_-66.00,0.548919
2019_02_-46.75_-65.75,0.541046
2019_02_-46.75_-65.50,0.544937
2019_02_-46.75_-65.25,0.562782
2019_02_-46.75_-65.00,0.579786
2019_02_-46.75_-64.75,0.596556
2019_02_-46.75_-64.50,0.630877
2019_02_-46.75_-64.25,0.670334
2019_02_-46.75_-64.00,0.711688
2019_02_-46.75_-63.75,0.765488
2019_02_-46.75_-63.50,0.815857
2019_02_-46.75_-63.25,0.854305
2019_02_-46.75_-63.00,0.897844
2019_02_-46.75_-62.75,0.939463
2019_02_-46.75_-62.50,0.981420
2019_02_-46.75_-62.25,1.014001
2019_02_-46.75_-62.00,1.041626
2019_02_-46.75_-61.75,1.066433
2019_02_-46.75_-61.50,1.080039
2019_02_-46.75_-61.25,1.073600
2019_02_-46.75_-61.00,1.078460
2019_02_-46.75_-60.75,1.087717
2019_02_-46.75_-60.50,1.107522
2019_02_-46.75_-60.25,1.127480
2019_02_-46.75_-60.00,1.145854
2019_02_-46.75_-59.75,1.169089
2019_02_-46.75_-59.50,1.192555
2019_02_-46.75_-59.25,1.226768
2019_02_-46.75_-59.00,1.252767
2019_02_-46.75_-58.75,1.286296
2019_02_-46.75_-58.50,1.326053
2019_02_-46.75_-58.25,1.381070
2019_02_-46.75_-58.00,1.451436
2019_02_-46.75_-57.75,1.518561
2019_02_-46.75_-57.50,1.587298
2019_02_-46.75_-57.25,1.655482
2019_02_-46.75_-57.00,1.714768
2019_02_-46.75_-56.75,1.771175
2019_02_-46.75_-56.50,1.810992
2019_02_-46.75_-56.25,1.861822
2019_02_-46.75_-56.00,1.915814
2019_02_-46.75_-55.75,1.978685
2019_02_-46.75_-55.50,2.032762
2019_02_-46.75_-55.25,2.075111
2019_02_-46.75_-55.00,2.123759
