id,tp_mm_day,status,source_branch,source_commit,origin_month
2019_02_-57.75_-27.25,2.508939,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.75_-27.00,2.502812,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.75_-26.75,2.492544,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.75_-26.50,2.481977,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.75_-26.25,2.485787,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.75_-26.00,2.489465,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.75_-25.75,2.519176,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.75_-25.50,2.548806,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.75_-25.25,2.571233,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.75_-25.00,2.593698,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-90.00,3.015772,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-89.75,3.024657,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-89.50,3.032619,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-89.25,3.048396,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-89.00,3.068715,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-88.75,3.068309,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-88.50,3.074199,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-88.25,3.080928,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-88.00,3.086828,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-87.75,3.122169,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-87.50,3.149370,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-87.25,3.144318,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-87.00,3.135539,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-86.75,3.122149,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-86.50,3.110452,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-86.25,3.114538,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-86.00,3.120584,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-85.75,3.092577,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-85.50,3.063149,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-85.25,3.055098,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-85.00,3.047357,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-84.75,3.045130,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-84.50,3.048060,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-84.25,3.045778,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-84.00,3.049043,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-83.75,3.038280,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-83.50,3.030517,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-83.25,3.044768,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-83.00,3.052570,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-82.75,3.074398,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-82.50,3.087987,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-82.25,3.089397,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-82.00,3.097878,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-81.75,3.088120,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-81.50,3.088653,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-81.25,3.079634,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-81.00,3.070426,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-80.75,3.088353,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-80.50,3.099695,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-80.25,3.106277,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-80.00,3.110744,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-79.75,3.144973,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-79.50,3.175040,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-79.25,3.183213,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-79.00,3.188398,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-78.75,3.190348,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-78.50,3.190417,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-78.25,3.208143,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-78.00,3.227472,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-77.75,3.241910,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-77.50,3.255965,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-77.25,3.249981,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-77.00,3.248983,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-76.75,3.225236,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-76.50,3.209496,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-76.25,3.211044,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-76.00,3.205573,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-75.75,3.239831,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-75.50,3.267851,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-75.25,3.269256,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-75.00,3.271991,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-74.75,3.280071,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-74.50,3.292078,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-74.25,3.319749,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-74.00,3.355238,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-73.75,3.372220,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-73.50,3.390344,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-73.25,3.389968,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-73.00,3.380911,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-72.75,3.396514,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-72.50,3.407604,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-72.25,3.439855,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-72.00,3.480870,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-71.75,3.469041,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-71.50,3.460458,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-71.25,3.449370,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-71.00,3.429905,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-70.75,3.401890,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-70.50,3.382471,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-70.25,3.374826,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-70.00,3.372455,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-69.75,3.353729,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-69.50,3.329092,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-69.25,3.285684,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-69.00,3.236119,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-68.75,3.195266,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-68.50,3.159486,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-68.25,3.162028,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-68.00,3.174215,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-67.75,3.189360,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-67.50,3.193819,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-67.25,3.165967,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-67.00,3.130093,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-66.75,3.103444,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-66.50,3.080867,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-66.25,3.058779,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-66.00,3.044245,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-65.75,2.970070,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-65.50,2.902856,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-65.25,2.856660,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-65.00,2.807198,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-64.75,2.794885,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-64.50,2.776138,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-64.25,2.750484,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-64.00,2.722381,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-63.75,2.716020,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-63.50,2.711283,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-63.25,2.707867,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-63.00,2.708682,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-62.75,2.692924,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-62.50,2.679354,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-62.25,2.662344,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-62.00,2.642187,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-61.75,2.644154,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-61.50,2.639883,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-61.25,2.621724,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-61.00,2.606129,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-60.75,2.581807,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-60.50,2.557923,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-60.25,2.527856,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-60.00,2.496800,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-59.75,2.466897,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-59.50,2.435508,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-59.25,2.396644,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-59.00,2.358076,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-58.75,2.321509,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-58.50,2.286375,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-58.25,2.260674,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-58.00,2.235860,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-57.75,2.213020,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-57.50,2.193565,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-57.25,2.175581,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-57.00,2.157565,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-56.75,2.153885,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-56.50,2.148685,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-56.25,2.151955,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-56.00,2.154276,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-55.75,2.155310,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-55.50,2.158903,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-55.25,2.166867,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-55.00,2.177775,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-54.75,2.166187,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-54.50,2.157284,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-54.25,2.175738,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-54.00,2.192261,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-53.75,2.210212,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-53.50,2.226666,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-53.25,2.235074,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-53.00,2.242259,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-52.75,2.234608,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-52.50,2.224020,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-52.25,2.221217,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-52.00,2.217262,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-51.75,2.230781,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-51.50,2.242665,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-51.25,2.263358,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-51.00,2.283022,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-50.75,2.303713,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-50.50,2.322136,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-50.25,2.321249,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-50.00,2.319306,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-49.75,2.306152,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-49.50,2.295950,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-49.25,2.287110,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-49.00,2.278906,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-48.75,2.282429,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-48.50,2.286154,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-48.25,2.286711,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-48.00,2.288225,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-47.75,2.292886,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-47.50,2.300200,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-47.25,2.301436,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-47.00,2.304262,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-46.75,2.334456,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-46.50,2.363375,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-46.25,2.370378,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-46.00,2.375469,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-45.75,2.396694,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-45.50,2.416721,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-45.25,2.406216,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-45.00,2.397593,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-44.75,2.388651,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-44.50,2.382384,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-44.25,2.377257,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-44.00,2.369435,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-43.75,2.371019,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-43.50,2.369862,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-43.25,2.381830,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-43.00,2.393345,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-42.75,2.375278,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-42.50,2.359558,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-42.25,2.373978,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-42.00,2.392433,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-41.75,2.406084,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-41.50,2.418625,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-41.25,2.421280,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-41.00,2.420584,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-40.75,2.447341,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-40.50,2.467051,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-40.25,2.474507,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-40.00,2.480185,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-39.75,2.464429,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-39.50,2.455610,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-39.25,2.464373,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-39.00,2.476469,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-38.75,2.477208,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-38.50,2.477099,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-38.25,2.490500,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-38.00,2.505820,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-37.75,2.522857,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-37.50,2.536394,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-37.25,2.543977,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-37.00,2.548070,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-36.75,2.556412,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-36.50,2.561381,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-36.25,2.579726,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-36.00,2.600544,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-35.75,2.605378,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-35.50,2.612178,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-35.25,2.627504,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-35.00,2.644449,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-34.75,2.625938,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-34.50,2.613225,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-34.25,2.608450,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-34.00,2.602052,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-33.75,2.597800,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-33.50,2.590973,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-33.25,2.578298,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-33.00,2.561798,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-32.75,2.567316,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-32.50,2.573757,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-32.25,2.575429,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-32.00,2.580536,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-31.75,2.568166,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-31.50,2.562050,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-31.25,2.566919,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-31.00,2.571124,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-30.75,2.582222,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-30.50,2.586101,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-30.25,2.574295,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-30.00,2.562852,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-29.75,2.558597,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-29.50,2.555725,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-29.25,2.545511,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-29.00,2.536136,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-28.75,2.539625,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-28.50,2.544402,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-28.25,2.537323,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-28.00,2.530529,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-27.75,2.529563,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-27.50,2.529104,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-27.25,2.528749,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-27.00,2.529616,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-26.75,2.527204,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-26.50,2.522953,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-26.25,2.522185,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-26.00,2.520083,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-25.75,2.550348,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-25.50,2.580390,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-25.25,2.598238,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.50_-25.00,2.614952,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-90.00,3.036050,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-89.75,3.038669,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-89.50,3.036776,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-89.25,3.067518,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-89.00,3.093871,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-88.75,3.096169,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-88.50,3.100644,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-88.25,3.122001,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-88.00,3.136626,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-87.75,3.141034,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-87.50,3.122284,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-87.25,3.133369,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-87.00,3.136086,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-86.75,3.127993,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-86.50,3.124080,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-86.25,3.092480,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-86.00,3.076910,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-85.75,3.060341,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-85.50,3.052480,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-85.25,3.060822,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-85.00,3.062134,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-84.75,3.042499,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-84.50,3.010002,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-84.25,3.048959,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-84.00,3.072704,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-83.75,3.081712,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-83.50,3.105484,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-83.25,3.103849,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-83.00,3.106199,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-82.75,3.108284,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-82.50,3.095429,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-82.25,3.102508,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-82.00,3.110253,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-81.75,3.113259,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-81.50,3.125588,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-81.25,3.118563,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-81.00,3.110399,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-80.75,3.129860,research_only_not_submittable,vermelho,62b3626,2019-01
2019_02_-57.25_-80.50,3.149772,research_only_not_submittable,vermelho,62b3626,2019-01
